ID,Values from Dict1
CVE-2020-14338,'maven:xerces:xerces'
CVE-2017-12964,'maven:org.webjars.npm:node-sass'
CVE-2016-8744,"'maven:org.apache.brooklyn:brooklyn', 'maven:org.apache.brooklyn:brooklyn-utils-common'"
CVE-2019-10101,"'maven:org.jetbrains.kotlin:kotlin-stdlib', 'maven:org.jetbrains.kotlin:kotlin-stdlib-jdk7', 'maven:org.jetbrains.kotlin:kotlin-reflect', 'maven:org.jetbrains.kotlin:kotlin-stdlib-common', 'maven:org.jetbrains.kotlin:kotlin-stdlib-jdk8'"
CVE-2021-25329,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2018-9362,'maven:org.robolectric:android-all'
CVE-2016-6802,"'maven:org.apache.shiro:shiro-web', 'maven:org.apache.shiro:shiro-all'"
CVE-2012-3369,'maven:org.jboss.security:jbosssx'
CVE-2017-16042,"'maven:org.webjars.bower:messageformat', 'maven:org.webjars:browser-sync', 'maven:org.webjars.npm:growl'"
CVE-2014-2296,'maven:org.jasig.cas:cas-server-core'
CVE-2014-7809,'maven:org.apache.struts:struts2-core'
CVE-2009-1524,"'maven:org.mortbay.jetty:jetty', 'maven:org.mortbay.jetty:jetty-embedded', 'maven:jetty:jetty-embedded', 'maven:jetty:jetty-util', 'maven:org.mortbay.jetty:jetty-util'"
CVE-2017-15095,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2019-10403,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2017-1000190,'maven:org.simpleframework:simple-xml'
CVE-2021-31684,'maven:net.minidev:json-smart'
CVE-2020-1925,'maven:org.apache.olingo:odata-client-core'
CVE-2012-4418,'maven:org.apache.axis2:axis2'
CVE-2018-1000190,'maven:com.blackducksoftware.integration:blackduck-hub'
CVE-2009-0033,"'maven:tomcat:tomcat-jk2', 'maven:tomcat:tomcat-ajp', 'maven:org.apache.tomcat:coyote'"
CVE-2018-5158,"'maven:org.webjars.bower:pdfjs-dist', 'maven:org.webjars.bowergithub.mozilla:pdfjs-dist'"
CVE-2014-1972,'maven:org.apache.tapestry:tapestry-core'
CVE-2020-26870,"'maven:org.webjars.npm:dompurify', 'maven:org.webjars.bowergithub.cure53:dompurify', 'maven:org.webjars.bower:dompurify'"
CVE-2018-20433,"'maven:c3p0:c3p0', 'maven:com.mchange:c3p0'"
CVE-2019-11358,"'maven:org.webjars.bower:jquery', 'maven:org.webjars.bowergithub.jquery:jquery', 'maven:org.webjars:jquery'"
CVE-2019-1003033,'maven:org.jenkins-ci.plugins:groovy'
CVE-2019-10219,"'maven:org.hibernate:hibernate-validator', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hibernate-validator', 'maven:org.hibernate.validator:hibernate-validator'"
CVE-2019-10370,'maven:org.jenkins-ci.plugins:mask-passwords'
CVE-2016-10703,'maven:org.webjars.npm:ecstatic'
CVE-2020-13946,'maven:org.apache.cassandra:cassandra-all'
CVE-2018-11761,"'maven:org.apache.tika:tika-parsers', 'maven:org.apache.tika:tika-core'"
CVE-2017-2609,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-3802,'maven:org.springframework.data:spring-data-jpa'
CVE-2020-1941,'maven:org.apache.activemq:activemq-web-console'
CVE-2018-14642,'maven:io.undertow:undertow-core'
CVE-2014-0219,"'maven:org.apache.karaf.wrapper:org.apache.karaf.wrapper.core', 'maven:org.apache.karaf:org.apache.karaf.main'"
CVE-2022-23913,'maven:org.apache.activemq:artemis-core-client'
CVE-2019-14517,"'maven:org.webjars.bower:editor.md', 'maven:org.webjars.npm:editor.md', 'maven:org.webjars.bowergithub.pandao:editor.md'"
CVE-2018-17193,"'maven:org.apache.nifi:nifi-web-utils', 'maven:org.apache.nifi:nifi'"
CVE-2011-2481,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2018-17785,'maven:com.github.blynkkk:blynk-server'
CVE-2018-17297,"'maven:cn.hutool:hutool-parent', 'maven:cn.hutool:hutool-core', 'maven:cn.hutool:hutool-all'"
CVE-2020-11975,"'maven:org.apache.unomi:unomi-services', 'maven:org.apache.unomi:unomi-common'"
CVE-2020-14195,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2021-42550,"'maven:ch.qos.logback:logback-classic', 'maven:ch.qos.logback:logback-core'"
CVE-2018-8013,"'maven:org.apache.xmlgraphics:batik-all', 'maven:org.apache.xmlgraphics:batik-dom'"
CVE-2018-3826,'maven:org.elasticsearch:elasticsearch'
CVE-2012-1833,"'maven:org.grails:grails-core', 'maven:org.grails:grails-plugin-controllers', 'maven:org.grails:grails-spring'"
CVE-2016-8609,'maven:org.keycloak:keycloak-core'
CVE-2017-3154,'maven:org.apache.atlas:apache-atlas'
CVE-2020-5410,'maven:org.springframework.cloud:spring-cloud-config-server'
CVE-2020-2173,'maven:org.jenkins-ci.plugins:gatling'
CVE-2020-25649,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2019-3894,'maven:org.wildfly:wildfly-ee'
CVE-2019-1010252,'maven:org.onosproject:onos-rest'
CVE-2020-7642,"'maven:org.webjars.bower:lazysizes', 'maven:org.webjars.npm:lazysizes'"
CVE-2019-7611,'maven:org.elasticsearch:elasticsearch'
CVE-2019-10428,'maven:org.jenkins-ci.plugins:aqua-security-scanner'
CVE-2020-7768,'maven:org.webjars.npm:grpc'
CVE-2020-24616,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2014-6439,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.elasticsearch', 'maven:org.elasticsearch:elasticsearch'"
CVE-2016-4431,'maven:org.apache.struts:struts2-core'
CVE-2015-5209,"'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2018-8811,'maven:org.opencms:opencms-core'
CVE-2012-5885,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina'"
CVE-2014-2068,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-1000058,'maven:org.jenkins-ci.plugins.workflow:workflow-support'
CVE-2018-1000111,"'maven:org.jenkins-ci.plugins:subversion', 'maven:org.hudsonci.plugins:subversion', 'maven:org.jvnet.hudson.plugins:subversion'"
CVE-2020-13935,"'maven:org.apache.tomcat.embed:tomcat-embed-websocket', 'maven:org.apache.tomcat:tomcat7-websocket', 'maven:org.apache.tomcat:tomcat-websocket'"
CVE-2016-6810,'maven:org.apache.activemq:activemq-web-console'
CVE-2014-0120,'maven:io.hawt:hawtio-karaf-terminal'
CVE-2015-3250,"'maven:org.apache.directory.api:api-ldap-client-all', 'maven:org.apache.directory.api:apache-ldap-api', 'maven:org.apache.directory.api:api-all', 'maven:org.apache.directory.api:api-ldap-model'"
CVE-2019-17592,'maven:org.webjars.npm:csv-parse'
CVE-2014-3529,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.poi', 'maven:org.apache.poi:poi-ooxml'"
CVE-2016-6816,"'maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2013-3060,'maven:org.apache.activemq:activemq-core'
CVE-2020-13940,"'maven:org.apache.nifi:nifi-framework-authorization', 'maven:org.apache.nifi:nifi-toolkit-flowanalyzer', 'maven:org.apache.nifi:nifi-framework-api', 'maven:org.apache.nifi:nifi-ranger-plugin', 'maven:org.apache.nifi:nifi-security-utils', 'maven:org.apache.nifi:nifi-file-authorizer', 'maven:org.apache.nifi:nifi-framework-core', 'maven:org.apache.nifi:nifi-standard-processors', 'maven:org.apache.nifi:nifi-bootstrap', 'maven:org.apache.nifi:nifi-framework-cluster-protocol'"
CVE-2016-1000027,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-web'"
CVE-2019-13235,'maven:org.opencms:opencms-core'
CVE-2020-2208,'maven:org.jenkins-ci.plugins:slack-uploader'
CVE-2018-1000820,'maven:org.neo4j.procedure:apoc'
CVE-2018-1000193,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-16572,'maven:org.jenkins-ci.plugins:weibo'
CVE-2016-1000339,"'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk16', 'maven:bouncycastle:bcprov-jdk15'"
CVE-2020-13941,'maven:org.apache.solr:solr-core'
CVE-2020-11020,'maven:org.webjars.npm:faye'
CVE-2019-10378,'maven:org.jenkins-ci.plugins:testlink'
CVE-2020-28458,"'maven:org.webjars.npm:datatables.net', 'maven:org.webjars.bower:datatables.net'"
CVE-2018-1999007,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2012-0391,"'maven:org.apache.struts.xwork:xwork-core', 'maven:com.opensymphony:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2020-28002,'maven:org.sonarsource.sonarqube:sonar-scanner-engine'
CVE-2019-10404,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2013-1879,"'maven:org.apache.activemq:activemq-core', 'maven:org.apache.activemq:activemq-all', 'maven:org.apache.activemq:activemq-web', 'maven:org.apache.activemq:activemq-client'"
CVE-2018-11768,"'maven:org.apache.hadoop:hadoop-main', 'maven:org.apache.hadoop:hadoop-hdfs'"
CVE-2018-3739,'maven:org.webjars.bower:npm'
CVE-2019-10303,'maven:org.jenkins-ci.plugins:azure-publishersettings-credentials'
CVE-2019-1003095,'maven:org.jenkins-ci.plugins:perfectomobile'
CVE-2010-1244,'maven:org.apache.activemq:activemq-web'
CVE-2016-0714,"'maven:org.apache.tomcat:tomcat-util', 'maven:org.apache.tomcat:tomcat-catalina-ha', 'maven:org.apache.tomcat:catalina-ha', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-9518,"'maven:io.netty:netty', 'maven:org.eclipse.jetty.http2:http2-common', 'maven:io.netty:netty-codec-http2', 'maven:io.netty:netty-all'"
CVE-2020-2279,'maven:org.jenkins-ci.plugins:script-security'
CVE-2020-1757,"'maven:io.undertow:undertow-servlet', 'maven:io.undertow:undertow-benchmarks', 'maven:io.undertow:undertow-examples', 'maven:io.undertow:undertow-core'"
CVE-2014-2067,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-1131,'maven:org.infinispan:infinispan-core'
CVE-2019-10337,'maven:org.jenkins-ci.plugins:token-macro'
CVE-2020-26237,"'maven:org.webjars.bowergithub.highlightjs:highlight.js', 'maven:org.webjars.npm:highlight.js'"
CVE-2014-0099,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:tomcat:tomcat-util', 'maven:org.apache.tomcat:tomcat-util', 'maven:tomcat:tomcat-coyote', 'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat:coyote'"
CVE-2015-4852,"'maven:commons-collections:commons-collections', 'maven:org.apache.commons:commons-collections4'"
CVE-2017-3155,'maven:org.apache.atlas:apache-atlas'
CVE-2018-8014,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2020-5398,"'maven:org.springframework:spring-webflux', 'maven:org.springframework:spring-webmvc', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-web'"
CVE-2020-2290,'maven:org.biouno:uno-choice'
CVE-2018-10912,"'maven:org.keycloak:keycloak-model-infinispan', 'maven:org.keycloak:keycloak-core'"
CVE-2020-15138,"'maven:org.webjars:prismjs', 'maven:org.webjars.bowergithub.prismjs:prism', 'maven:org.webjars.npm:prismjs'"
CVE-2020-13933,"'maven:org.apache.shiro:shiro-web', 'maven:org.apache.shiro:shiro-core'"
CVE-2018-1000411,'maven:org.jenkins-ci.plugins:junit'
CVE-2015-5253,'maven:org.apache.cxf:cxf-rt-rs-security-sso-saml'
CVE-2016-4993,'maven:io.undertow:undertow-core'
CVE-2019-0205,"'maven:org.webjars.npm:thrift', 'maven:org.apache.thrift:libthrift'"
CVE-2008-5515,"'maven:tomcat:catalina', 'maven:org.apache.tomcat:catalina'"
CVE-2013-2185,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-util'"
CVE-2016-3720,'maven:com.fasterxml.jackson.dataformat:jackson-dataformat-xml'
CVE-2011-1772,"'maven:com.opensymphony:xwork-core', 'maven:opensymphony:xwork', 'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2018-1000148,'maven:org.jenkins-ci.plugins:copy-to-slave'
CVE-2018-1000605,"'maven:org.jenkins-ci.plugins:collabnet', 'maven:org.jvnet.hudson.plugins:collabnet'"
CVE-2019-10396,'maven:org.jenkins-ci.plugins:dashboard-view'
CVE-2018-20677,"'maven:org.webjars.bower:bootstrap', 'maven:org.webjars.bowergithub.jasny:bootstrap', 'maven:org.webjars:bootstrap', 'maven:org.webjars.bowergithub.angular-ui:bootstrap', 'maven:org.webjars.bowergithub.twbs:bootstrap'"
CVE-2019-16552,'maven:com.sonyericsson.hudson.plugins.gerrit:gerrit-trigger'
CVE-2021-43859,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-1.2.2', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2020-11987,'maven:org.apache.xmlgraphics:batik-svgbrowser'
CVE-2019-10280,"'maven:org.jenkins-ci.plugins:assembla-auth', 'maven:org.jenkins-ci.plugins:assembla'"
CVE-2019-10202,"'maven:org.codehaus.jackson:jackson-core-asl', 'maven:org.codehaus.jackson:jackson-mapper-asl', 'maven:com.fasterxml.jackson.core:jackson-databind'"
CVE-2016-3724,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2014-3667,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-24589,"'maven:org.wso2.carbon.governance:org.wso2.carbon.governance.generic.ui', 'maven:org.wso2.carbon.governance:org.wso2.carbon.governance.generic'"
CVE-2020-15119,'maven:org.webjars.bower:auth0-lock'
CVE-2016-4003,'maven:org.apache.struts:struts2-core'
CVE-2015-5174,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:tomcat-util', 'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:catalina'"
CVE-2019-1003060,'maven:org.jenkins-ci.plugins:zap'
CVE-2013-4271,'maven:org.restlet.osgi:org.restlet'
CVE-2017-1000396,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-16777,"'maven:org.webjars:npm', 'maven:org.webjars.npm:npm', 'maven:org.webjars.bower:npm'"
CVE-2012-0393,"'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2019-1003045,'maven:de.eacg:ecs-publisher'
CVE-2020-2170,'maven:org.jenkins-ci.plugins:rapiddeploy-jenkins'
CVE-2020-36185,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2018-1000145,'maven:org.jvnet.hudson.plugins:perforce'
CVE-2014-10065,'maven:org.webjars:remarkable'
CVE-2018-1307,'maven:org.apache.juddi:juddi-client'
CVE-2016-9177,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.sparkjava-core', 'maven:com.sparkjava:spark-core'"
CVE-2018-11798,"'maven:org.apache.thrift:libthrift', 'maven:org.webjars.bower:thrift'"
CVE-2020-2224,'maven:org.jenkins-ci.plugins:matrix-project'
CVE-2020-28168,"'maven:org.webjars.bowergithub.axios:axios', 'maven:org.webjars.bower:axios', 'maven:org.webjars.npm:github-com-mzabriskie-axios', 'maven:org.webjars.npm:axios'"
CVE-2010-3862,'maven:org.jboss.remoting:jboss-remoting'
CVE-2018-11307,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2021-42767,'maven:org.neo4j.procedure:apoc'
CVE-2019-16545,'maven:org.jenkins-ci.plugins:qmetry-for-jira-test-management'
CVE-2014-0085,'maven:org.apache.zookeeper:zookeeper'
CVE-2020-24750,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2015-5173,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-scim', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-common', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-login'"
CVE-2016-4988,'maven:com.sonyericsson.jenkins.plugins.bfa:build-failure-analyzer'
CVE-2014-3578,"'maven:org.springframework:spring-web', 'maven:org.springframework:org.springframework.core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-core', 'maven:org.springframework:spring-core'"
CVE-2018-1000142,'maven:org.jenkins-ci.plugins:ghprb'
CVE-2022-25185,'maven:org.jenkins-ci.plugins:generic-webhook-trigger'
CVE-2020-15171,'maven:org.xwiki.platform:xwiki-platform-oldcore'
CVE-2016-8750,"'maven:org.apache.karaf:org.apache.karaf.main', 'maven:org.apache.karaf:apache-karaf', 'maven:org.apache.karaf.jaas:org.apache.karaf.jaas.modules'"
CVE-2021-28163,'maven:org.eclipse.jetty:jetty-deploy'
CVE-2019-13173,"'maven:org.webjars:fstream', 'maven:org.webjars.bower:jsonpath-object-transform', 'maven:org.webjars.npm:fstream', 'maven:org.webjars:browser-sync', 'maven:org.webjars:npm', 'maven:org.webjars.npm:bower'"
CVE-2016-1000344,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcpg-jdk15on', 'maven:org.bouncycastle:bcprov-debug-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on'"
CVE-2017-5646,'maven:org.apache.knox:gateway'
CVE-2020-8908,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.guava', 'maven:com.google.guava:guava'"
CVE-2017-1000500,'maven:org.keycloak:keycloak-core'
CVE-2017-15684,'maven:org.craftercms:crafter-studio'
CVE-2019-17570,"'maven:org.apache.xmlrpc:xmlrpc', 'maven:org.apache.xmlrpc:xmlrpc-client', 'maven:org.apache.xmlrpc:xmlrpc-common', 'maven:xmlrpc:xmlrpc-common', 'maven:xmlrpc:xmlrpc'"
CVE-2019-1003004,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2017-1000389,'maven:org.jvnet.hudson.plugins:global-build-stats'
CVE-2009-0039,"'maven:org.apache.geronimo.framework:geronimo-kernel', 'maven:org.apache.geronimo.framework:geronimo-security'"
CVE-2016-4461,'maven:org.apache.struts.xwork:xwork-core'
CVE-2020-2153,'maven:org.jenkins-ci.plugins:backlog'
CVE-2012-3536,'maven:org.apache.james.hupa:hupa-server'
CVE-2011-5064,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2021-46372,'maven:com.erudika:para-client'
CVE-2020-17521,"'maven:org.codehaus.groovy:groovy-all', 'maven:org.codehaus.groovy:groovy'"
CVE-2018-1000854,'maven:org.esigate:esigate-core'
CVE-2018-1230,'maven:org.springframework.batch:spring-batch-admin-manager'
CVE-2020-2195,'maven:org.jenkins-ci.plugins:compact-columns'
CVE-2020-13943,"'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2020-6958,'maven:org.rzo.yajsw:wrapper'
CVE-2019-13343,'maven:com.butor:portal'
CVE-2019-9511,'maven:org.eclipse.jetty.http2:http2-common'
CVE-2020-2194,'maven:io.jenkins.plugins:echarts-api'
CVE-2019-1003082,'maven:org.jenkins-ci.plugins:gearman-plugin'
CVE-2020-2322,'maven:io.jenkins.plugins:chaos-monkey'
CVE-2017-9735,"'maven:org.eclipse.jetty:jetty-security', 'maven:org.eclipse.jetty:jetty-jaspi', 'maven:org.eclipse.jetty:jetty-server', 'maven:org.mortbay.jetty:jetty-util', 'maven:org.eclipse.jetty:jetty-util'"
CVE-2019-11278,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-common'"
CVE-2006-1547,'maven:struts:struts'
CVE-2020-7647,"'maven:org.jooby:jooby', 'maven:io.jooby:jooby'"
CVE-2020-1950,"'maven:org.apache.tika:tika', 'maven:org.apache.tika:tika-parsers'"
CVE-2012-1592,'maven:org.apache.struts:struts2-core'
CVE-2015-2582,'maven:org.keycloak:keycloak-saml-core'
CVE-2019-16561,'maven:org.jenkins-ci.plugins:websphere-deployer'
CVE-2021-28164,'maven:org.eclipse.jetty:jetty-webapp'
CVE-2019-10212,'maven:io.undertow:undertow-core'
CVE-2014-0116,'maven:org.apache.struts:struts2-core'
CVE-2013-7285,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2018-8031,'maven:org.apache.tomee:tomee-webapp'
CVE-2014-3596,"'maven:org.apache.axis:axis', 'maven:axis:axis'"
CVE-2016-4978,"'maven:org.hornetq:hornetq-jms', 'maven:org.hornetq:hornetq-tools', 'maven:org.hornetq:hornetq-jboss-as-integration', 'maven:org.hornetq:hornetq-jms-client', 'maven:org.apache.activemq:artemis-jms-client'"
CVE-2013-1880,'maven:org.apache.activemq:activemq-web'
CVE-2009-1523,"'maven:jetty:jetty', 'maven:org.mortbay.jetty:jetty', 'maven:jetty:jetty-util', 'maven:org.mortbay.jetty:jetty-util'"
CVE-2020-2165,'maven:org.jenkins-ci.plugins:artifactory'
CVE-2015-1833,'maven:org.apache.jackrabbit:jackrabbit-webdav'
CVE-2016-0763,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-10286,'maven:com.openmake:deployhub'
CVE-2020-8897,'maven:com.amazonaws:aws-encryption-sdk-java'
CVE-2009-4269,'maven:org.apache.derby:derby'
CVE-2015-8851,"'maven:org.webjars:node-uuid', 'maven:org.webjars.npm:node-uuid', 'maven:org.webjars.bower:node-uuid'"
CVE-2019-16558,'maven:com.inflectra.spiratest.plugins:inflectra-spira-integration'
CVE-2019-9516,'maven:org.eclipse.jetty.http2:http2-common'
CVE-2022-24198,'maven:com.itextpdf:kernel'
CVE-2015-1610,"'maven:org.opendaylight.l2switch.hosttracker:hosttracker-model', 'maven:org.opendaylight.l2switch.hosttracker:hosttracker-impl'"
CVE-2020-11002,'maven:io.dropwizard:dropwizard-validation'
CVE-2016-5398,'maven:org.jbpm:jbpm-designer-client'
CVE-2019-12418,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-10399,'maven:org.jenkins-ci.plugins:script-security'
CVE-2018-11787,"'maven:org.apache.karaf:apache-karaf', 'maven:org.apache.karaf.webconsole:org.apache.karaf.webconsole.features'"
CVE-2019-14900,"'maven:org.hibernate:hibernate', 'maven:org.hibernate:hibernate-core'"
CVE-2019-17359,"'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcpg-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15+', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15on'"
CVE-2017-1000486,'maven:org.primefaces:primefaces'
CVE-2020-27178,"'maven:org.apereo.cas:cas-server-webapp', 'maven:org.apereo.cas:cas-server-support-otp-mfa-core'"
CVE-2017-12161,'maven:org.keycloak:keycloak-core'
CVE-2020-28885,'maven:com.liferay:com.liferay.gogo.shell.web'
CVE-2020-15842,'maven:com.liferay.portal:portal-impl'
CVE-2017-3150,'maven:org.apache.atlas:apache-atlas'
CVE-2019-1003066,'maven:org.jvnet.hudson.plugins:bugzilla'
CVE-2018-1308,"'maven:org.apache.solr:solr-core', 'maven:org.apache.solr:solr-dataimporthandler'"
CVE-2016-8741,'maven:org.apache.qpid:qpid-broker-core'
CVE-2014-3678,'maven:org.jvnet.hudson.plugins:monitoring'
CVE-2016-2173,'maven:org.springframework.amqp:spring-amqp'
CVE-2021-46037,'maven:net.mingsoft:ms-mcms'
CVE-2012-5887,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina'"
CVE-2014-0033,'maven:org.apache.tomcat:catalina'
CVE-2020-1929,'maven:org.apache.beam:beam-sdks-java-io-mongodb'
CVE-2020-2201,'maven:org.jenkins-ci.plugins:sonargraph-integration'
CVE-2015-7521,"'maven:org.apache.hive:hive-service', 'maven:org.apache.hive:hive', 'maven:org.apache.hive:hive-exec'"
CVE-2019-17495,"'maven:org.webjars.bower:swagger-ui', 'maven:org.webjars.npm:swagger-ui-dist', 'maven:org.webjars:swagger-ui', 'maven:io.springfox:springfox-swagger-ui'"
CVE-2014-3628,'maven:org.apache.solr:solr'
CVE-2020-2222,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-10071,'maven:org.apache.tapestry:tapestry-core'
CVE-2016-0734,"'maven:org.apache.activemq:activemq-parent', 'maven:org.apache.activemq:activemq-web-console', 'maven:org.apache.activemq:activemq-web'"
CVE-2016-10538,"'maven:org.webjars.npm:cli', 'maven:org.webjars.bower:FlipClock'"
CVE-2017-2648,"'maven:org.jenkins-ci.plugins:ssh-slaves', 'maven:org.jvnet.hudson.plugins:ssh-slaves'"
CVE-2019-1003068,'maven:com.inkysea.vmware.vra:vmware-vrealize-automation-plugin'
CVE-2022-0265,"'maven:com.hazelcast:hazelcast-all', 'maven:com.hazelcast:hazelcast'"
CVE-2020-4070,'maven:org.w3c.css:css-validator'
CVE-2018-21270,"'maven:org.webjars:npm', 'maven:org.webjars.npm:bourbon-neat', 'maven:org.webjars:browser-sync', 'maven:org.webjars.bower:npm', 'maven:org.webjars.npm:bower', 'maven:org.webjars.npm:stringstream'"
CVE-2015-1813,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-0201,"'maven:org.apache.hadoop:zookeeper', 'maven:org.apache.zookeeper:zookeeper'"
CVE-2018-20239,'maven:org.apache.camel:camel-mail'
CVE-2019-10358,'maven:org.jenkins-ci.main:maven-plugin'
CVE-2014-0168,"'maven:org.jolokia:jolokia-osgi', 'maven:org.jolokia:jolokia-jvm', 'maven:org.jolokia:jolokia-core'"
CVE-2019-10372,'maven:org.jenkins-ci.plugins:gitlab-oauth'
CVE-2020-13949,'maven:org.apache.thrift:libthrift'
CVE-2021-39149,'maven:com.thoughtworks.xstream:xstream'
CVE-2019-9153,'maven:org.webjars.npm:openpgp'
